title,overview,genres,vote_average,vote_count,release_date,original_language,popularity,poster_path,budget,revenue,runtime
The Quick and the Dead,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.","Western, Action",6.518,1546,1995-02-09,en,23.452,/jhEmrXJpP6F3cqwyLjvgBgxxxFA.jpg,35000000,47000000,107
Night School,"Teddy Walker is a successful salesman whose life takes an unexpected turn when he accidentally blows up his place of employment. Forced to attend night school to get his GED, Teddy soon finds himself dealing with a group of misfit students, his former high school nemesis and a feisty teacher who doesn't think he's too bright.",Comedy,6.167,1546,2018-09-27,en,29.771,/uQVIQDc3foTPodZw0ie1Or0CXBn.jpg,29000000,33157615,111
Superman III,"Aiming to defeat the Man of Steel, wealthy executive Ross Webster hires bumbling but brilliant Gus Gorman to develop synthetic kryptonite, which yields some unexpected psychological effects in the third installment of the 1980s Superman franchise. Between rekindling romance with his high school sweetheart and saving himself, Superman must contend with a powerful supercomputer.","Comedy, Science Fiction, Action, Adventure",5.491,1545,1983-06-17,en,24.198,/c4oR6qgZW2s5foGkQi2Dd86KuAS.jpg,39000000,75850624,125
Doubt,"In 1964, a Catholic school nun questions a priest's ambiguous relationship with a troubled young student, suspecting him of abuse.",Drama,7.182,1545,2008-02-27,en,11.965,/9lypT2ghNuUPYVJf66oe4fKvUqI.jpg,20000000,50907234,104
One Hour Photo,"Sy ""the photo guy"" Parrish has lovingly developed photos for the Yorkin family since their son was a baby. But as the Yorkins' lives become fuller, Sy's only seems lonelier, until he eventually believes he's part of their family. When ""Uncle"" Sy's picture-perfect fantasy collides with an ugly dose of reality, what happens next ""has the spine-tingling elements of the best psychological thrillers!""","Drama, Thriller",6.64,1545,2002-08-21,en,14.385,/fuSIN3Nq6dmaA8LZSkASpQueFO1.jpg,12000000,52223306,96
"Paris, Texas","A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",Drama,8.093,1544,1984-08-23,en,17.248,/7G6ea5djDvCxfqfoMAX8479T4UB.jpg,1746964,2181987,145
Tale of Tales,The Queen of Selvascura risks everything to be a mother; the King of Roccaforte falls in love with the voice of a mysterious girl; the King of Altomonte becomes obsessed with a flea and neglects his daughter.,"Romance, Fantasy, Horror",6.374,1544,2015-05-14,it,11.644,/ryZsoaYmcEJsye6P5uo5thEjpqB.jpg,12000000,5500277,134
Music and Lyrics,"A washed-up '80s pop star gets a chance at a comeback when reigning pop diva Cora Corman invites him to write & record a duet with her, but there's a problem--Alex hasn't written a song in years; he's never written lyrics and he has to come up with a hit in a matter of days.","Comedy, Music, Romance",6.408,1544,2007-02-09,en,20.553,/xcdA2WLBNcPXMQB9uA5DqqQvbwe.jpg,40000000,145896422,105
Midnight Express,"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express"".","Drama, Crime",7.522,1544,1978-08-31,en,17.157,/mW54BtqVRxrPnoO9gQQjTLJlnuU.jpg,2300000,35000000,121
The Wedding Planner,"San Francisco's premiere wedding planner, Mary Fiore is rescued from an accident by the man of her dreams, paediatrician Steve Edison, only to find he is the fiancé of her latest client. As Mary continues making the wedding arrangements, she and Steve are put into a string of uncomfortable situations that force them to face their mutual attraction.","Comedy, Romance",5.911,1543,2001-01-26,en,17.657,/meq4bLUPcBlOG3Z5YdiWuBMlpO.jpg,35000000,94728529,103
The Guilty,"Police officer Asger Holm, demoted to desk work as an alarm dispatcher, answers a call from a panicked woman who claims to have been kidnapped. Confined to the police station and with the phone as his only tool, Asger races against time to get help and find her.","Thriller, Drama",7.309,1543,2018-02-22,da,11.86,/pBeRHioTDNRlgIKzkOCSk0ihkLW.jpg,0,0,86
The Forbidden Kingdom,"An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.","Action, Adventure, Fantasy",6.615,1542,2008-04-18,en,31.475,/mkrwLBAFHwLnQF8qdhCH0VOQqff.jpg,55000000,127906624,104
Planes,"Dusty is a cropdusting plane who dreams of competing in a famous aerial race. The problem? He is hopelessly afraid of heights. With the support of his mentor Skipper and a host of new friends, Dusty sets off to make his dreams come true.","Animation, Family, Adventure, Comedy",5.879,1541,2013-08-09,en,23.493,/i2xgU0y0p77WTrB0oIkbpdaWq8R.jpg,50000000,219788712,91
Child 44,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.","Crime, Thriller",6.265,1541,2015-03-15,en,26.41,/qqGhMt31HVUN3WnH0L2r0OWq38E.jpg,50000000,3324330,137
From Up on Poppy Hill,Two high schoolers find hope as they fight to save an old wartime era clubhouse from destruction during the preparations for the 1964 Tokyo Olympics.,"Animation, Drama",7.539,1541,2011-07-16,ja,21.337,/rRLYX4RZIyloHSJwvZKAhphAjiB.jpg,22000000,61037844,91
The Signal,"On a road trip, Nic and two friends are drawn to an isolated area by a computer genius. When everything suddenly goes dark, Nic regains consciousness – only to find himself in a waking nightmare.","Thriller, Science Fiction",5.977,1540,2014-03-15,en,10.797,/opZNdMgVBl3kKpKlW58PXnLZKFV.jpg,4000000,2665322,97
The Infiltrator,A U.S Customs official uncovers a massive money laundering scheme involving Pablo Escobar.,"Crime, Drama, Thriller",6.657,1540,2016-07-13,en,13.052,/758F57DxVRLe38S1Je4O1Bjx2u6.jpg,28000000,21011110,127
Born on the Fourth of July,"Paralyzed in the Vietnam war, Ron Kovic becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.","Drama, War",6.997,1539,1989-12-20,en,25.864,/k5HfnMgaREHDNA7CugiETCb9ItM.jpg,14000000,161001698,145
Made of Honor,"Tom and Hannah have been platonic friends for 10 years. He's a serial dater, while she wants marriage but hasn't found Mr. Right. Just as Tom is starting to think that he is relationship material after all, Hannah gets engaged. When she asks Tom to be her 'maid' of honor, he reluctantly agrees just so he can attempt to stop the wedding and woo her.","Comedy, Romance",6.446,1538,2008-04-30,en,16.646,/pDg8D0jNqmz7RbCBgblWvmPswHE.jpg,40000000,106407672,101
The Cobbler,"Max Simkin repairs shoes in the same New York shop that has been in his family for generations. Disenchanted with the grind of daily life, Max stumbles upon a magical heirloom that allows him to step into the lives of his customers and see the world in a new way. Sometimes walking in another man's shoes is the only way one can discover who they really are.","Fantasy, Comedy, Drama",5.845,1537,2014-09-11,en,13.883,/k6CYisrf2J2FXzvSXVJSscHc7Kj.jpg,0,0,99
Artemis Fowl,Artemis Fowl is a 12-year-old genius and descendant of a long line of criminal masterminds. He soon finds himself in an epic battle against a race of powerful underground fairies who may be behind his father's disappearance.,"Adventure, Fantasy, Science Fiction, Family, Action",5.61,1536,2020-06-12,en,15.458,/tI8ocADh22GtQFV28vGHaBZVb0U.jpg,125000000,0,94
Meet the Spartans,"The heroic Leonidas, armed with nothing but leather underwear and a cape, leads a ragtag group of 13 Spartans to defend their homeland against the invading Persians (whose ranks include Ghost Rider, Rocky Balboa, the Transformers, and a hunchbacked Paris Hilton). No one is safe when the Spartans take on the biggest icons in pop culture!",Comedy,4.031,1535,2008-01-24,en,24.426,/DWQOjAPvM8Kk1Qp3Xq0zae0Z6w.jpg,30000000,85897593,84
World Trade Center,"Two police officers struggle to survive when they become trapped beneath the rubble of the World Trade Center on September 11, 2001.","Drama, History, Thriller",6.1,1533,2006-08-09,en,17.963,/bfTiVc8kxq8uRXeblV3Ct35APGu.jpg,65000000,163247198,129
What's in a Name,"Vincent, a wealthy real estate agent, is invited to dinner by his sister Elizabeth and her husband Peter, both professors in Paris. Claude, a childhood friend and trombonist in a symphony orchestra, is also present. Vincent brings news from the prenatal examination of his and his wife Anna's unborn son.  The name chosen by the soon-to-be parents strongly offends the others for many reasons. The dispute between the guests quickly escalates and before long the resurgence of old grudges and hidden secrets is unavoidable ...","Comedy, Drama",7.316,1533,2012-04-25,fr,8.823,/5xKkDkv506CiSp99SxmHLsnaoFs.jpg,0,0,109
Capernaum,"Zain, a 12-year-old boy scrambling to survive on the streets of Beirut, sues his parents for having brought him into such an unjust world, where being a refugee with no documents means that your rights can easily be denied.",Drama,8.178,1530,2018-09-20,ar,17.635,/mFnfTVADj8yOxwzprYOmTPselk8.jpg,4000000,64978931,126
The Hours,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",Drama,7.285,1529,2002-12-27,en,15.915,/4myDtowDJQPQnkEDB1IWGtJR1Fo.jpg,25000000,41597830,114
Detroit,A police raid in Detroit in 1967 results in one of the largest citizens' uprisings in the history of the United States.,"Crime, Drama, Thriller, History",7.306,1527,2017-07-28,en,11.822,/tmCt2hy9QoFHft3UcHwpGX2Sihl.jpg,34000000,23355100,143
Suffragette,"Based on true events about the foot soldiers of the early feminist movement, women who were forced underground to pursue a dangerous game of cat and mouse with an increasingly brutal State.","Drama, History",7.263,1527,2015-10-16,en,11.596,/vETQNfswR1R7SOIpGuFDv66xfb7.jpg,14000000,16002420,106
Pleasantville,"Geeky teenager David and his popular twin sister, Jennifer, get sucked into the black-and-white world of a 1950s TV sitcom called ""Pleasantville,"" and find a world where everything is peachy keen all the time. But when Jennifer's modern attitude disrupts Pleasantville's peaceful but boring routine, she literally brings color into its life.","Fantasy, Comedy, Drama",7.243,1526,1998-09-17,en,15.453,/m1hhYP6OScjKU5Z9iZaWirSn4I6.jpg,60000000,49805462,124
Chungking Express,"Two melancholic Hong Kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant.","Drama, Comedy, Romance",7.998,1524,1994-07-14,cn,27.933,/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg,160000,0,103
Sense and Sensibility,"The Dashwood sisters, sensible Elinor and passionate Marianne, whose chances at marriage seem doomed by their family's sudden loss of fortune.  When Henry Dashwood dies unexpectedly, his estate must pass on by law to his son from his first marriage, John and wife Fanny. But these circumstances leave Mr. Dashwood's current wife, and daughters Elinor, Marianne and Margaret, without a home and with barely enough money to live on. As Elinor and Marianne struggle to find romantic fulfillment in a society obsessed with financial and social status, they must learn to mix sense with sensibility in their dealings with both money and men.","Drama, Romance",7.443,1522,1995-12-13,en,22.296,/cBK2yL3HqhFvIVd7lLtazWlRZPR.jpg,16000000,134582776,136
Sex and the City 2,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.","Comedy, Drama, Romance",6.1,1522,2010-05-26,en,19.338,/iHSRxhZsPaVuLCivvV6WEkMVGWU.jpg,100000000,290745055,146
